Accession_STEPdb_2.0,Protein_ID_STEPdb_2.0,1ary_Gene_Name,STEPdb_Universal_Name,Uniprot_Protein_Name,STEPdb_Sub-cellular_Location_Full Name,STEPdb_Sub-cellular_Location_Letter Code,sub-cellular_topology_group,SRP_interactome_Schibich2016,TF_interactome_Oh2011,SecA_interactome_Huber2016,DnaK_client_Calloni2012,DnaK_client_Arifuzzaman2016,DnaK_client_Niwa2009,TF_client_Martinez2009,TF_client_Butland2005,TF_client_Arifuzzaman2006,TF_client_Niwa2009,GroEL_client_Kerner2005,GroEL_client_Arifuzzaman2006,GroEL_client_Chapman2006,GroEL_client_Niwa2009,SecB_client_Stepdb1.0,SecB_client_additional_data
P37652,BCSB_ECOLI,bcsB,"integral IM protein (SEC-YidC in IM), Cyclic di-GMP-binding BcsB",Cyclic di-GMP-binding protein (Cellulose synthase regulatory subunit),Integral Inner Membrane ,B,Integral Inner Membrane,,YES,,,,,,,,,,,,,,
P37653,BCSA_ECOLI,bcsA,"integral IM protein (SEC in IM), Cellulose synthase catalytic subunit BcsA",Cellulose synthase catalytic subunit [UDP-forming] (EC 2.4.1.12),Integral Inner Membrane ,B,Integral Inner Membrane,,,,,,,,,,,,,,,,
P37655,BCSQP_ECOLI,bcsQ,"cytoplasmic protein, Putative cellulose biosynthesis BcsQ ",Putative cellulose biosynthesis protein BcsQ,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,YES,,,,
P37657,BCSE_ECOLI,bcsE,"cytoplasmic protein, Cyclic di-GMP binding BcsE",Cyclic di-GMP binding protein BcsE (Cellulose biosynthesis protein BcsE),Cytoplasmic,A,Cytoplasmic,,,YES,YES,,YES,,,,,,,,YES,,
P37659,BCSG_ECOLI,bcsG,"integral IM protein (SEC in IM), Cellulose biosynthesis BcsG",Cellulose biosynthesis protein BcsG,Integral Inner Membrane ,B,Integral Inner Membrane,YES,YES,,,,,,,,,,,,,,
P37660,YHJV_ECOLI,yhjV,"integral IM protein (SEC in IM), transport YhjV",Inner membrane transport protein YhjV,Integral Inner Membrane ,B,Integral Inner Membrane,YES,,YES,,,,,,,,,,,,,
P37661,EPTB_ECOLI,eptB,"integral IM protein (SEC in IM), EptB",Kdo(2)-lipid A phosphoethanolamine 7''-transferase (EC 2.7.8.42) (Phosphoethanolamine transferase EptB),Integral Inner Membrane ,B,Integral Inner Membrane,YES,YES,,,,,,,,,,,,,,
P37662,YHJX_ECOLI,yhjX,"integral IM protein (SEC in IM), MFS-type transporter YhjX ",Uncharacterized MFS-type transporter YhjX,Integral Inner Membrane ,B,Integral Inner Membrane,YES,,,,,,,,,,,,,,,
P37663,YHJY_ECOLI,yhjY,"OM b-barrel protein (SEC through IM, T5S secreted through OM), YhjY",Uncharacterized protein YhjY,Outer Membrane b-barrel protein,H,Secreted OM (H),,,,,,,,,,,,,,,,
P37664,YIAC_ECOLI,yiaC,"cytoplasmic protein, N-acetyltransferase YiaC",Uncharacterized N-acetyltransferase YiaC (EC 2.3.1.-),Cytoplasmic,A,Cytoplasmic,,YES,,,,,,,,,,YES,,,,
P37665,YIAD_ECOLI,yiaD,"OM lipoprotein (SEC through IM), inserted in OM by LOL), Probable YiaD",Probable lipoprotein YiaD,Outer Membrane Lipoprotein,I,Secreted,NO,,YES,,,,,,,,,,,,,
P37666,GHRB_ECOLI,ghrB,"cytoplasmic protein, Glyoxylate/hydroxypyruvate reductase B GhrB",Glyoxylate/hydroxypyruvate reductase B (EC 1.1.1.79) (EC 1.1.1.81) (2-ketoaldonate reductase) (2-ketogluconate reductase) (2KR) (EC 1.1.1.215),Cytoplasmic,A,Cytoplasmic,,,YES,,,,,,,,,,,,,
P37669,WECH_ECOLI,wecH,"integral IM protein (SEC in IM), O-acetyltransferase WecH ",O-acetyltransferase WecH (EC 2.3.1.-),Integral Inner Membrane ,B,Integral Inner Membrane,,,YES,,,,,,,,,,,,,
P37671,YIAJ_ECOLI,yiaJ,"nucleoid protein, DNA-binding transcriptional repressor YiaJ",DNA-binding transcriptional repressor YiaJ (YiaKLMNOPQRS operon repressor) (YiaK-S operon repressor),"Cytoplasmic, Nucleoid","A,N",Cytoplasmic,,,,,,,,,,,,,,,,
P37672,DLGD_ECOLI,dlgD,"cytoplasmic protein, 2,3-diketo-L-gulonate reductase DlgD","2,3-diketo-L-gulonate reductase (2,3-DKG reductase) (EC 1.1.1.130) (3-dehydro-L-gulonate 2-dehydrogenase)",Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P37673,YIAL_ECOLI,yiaL,"cytoplasmic protein, YiaL",Protein YiaL,Cytoplasmic,A,Cytoplasmic,,,,,,YES,,,,,,,,,,
P37674,YIAM_ECOLI,yiaM,"integral IM protein (SEC in IM), 2,3-diketo-L-gulonate TRAP transporter small permease YiaM","2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM",Integral Inner Membrane ,B,Integral Inner Membrane,,,YES,,,,,,,,,,,,,
P37675,YIAN_ECOLI,yiaN,"integral IM protein (SEC in IM), 2,3-diketo-L-gulonate TRAP transporter large permease YiaN","2,3-diketo-L-gulonate TRAP transporter large permease protein YiaN",Integral Inner Membrane ,B,Integral Inner Membrane,,,YES,,,,,,,,,,,,,
P37676,YIAO_ECOLI,yiaO,"periplasmic protein (SEC through IM), 2,3-diketo-L-gulonate-binding periplasmic YiaO","2,3-diketo-L-gulonate-binding periplasmic protein YiaO (2,3-DKG-binding protein) (Extracytoplasmic solute receptor protein YiaO)",Periplasmic,G,Secreted,,YES,,,,,,,,,,,,,,
P37677,LYXK_ECOLI,lyx,"cytoplasmic protein, L-xylulose/3-keto-L-gulonate kinase Lyx",L-xylulose/3-keto-L-gulonate kinase (L-xylulokinase) (EC 2.7.1.-) (EC 2.7.1.53) (3-dehydro-L-gulonate kinase),Cytoplasmic,A,Cytoplasmic,,,YES,,,YES,,,,,,,,,,
P37678,SGBH_ECOLI,sgbH,"cytoplasmic protein, 3-keto-L-gulonate-6-phosphate decarboxylase SgbH",3-keto-L-gulonate-6-phosphate decarboxylase SgbH (KGPDC) (EC 4.1.1.85) (3-dehydro-L-gulonate-6-phosphate decarboxylase),Cytoplasmic,A,Cytoplasmic,,YES,YES,,,,,,,,,YES,,,,
P37679,SGBU_ECOLI,sgbU,"cytoplasmic protein, Putative L-ribulose-5-phosphate 3-epimerase SgbU ",Putative L-ribulose-5-phosphate 3-epimerase SgbU (EC 5.1.3.22) (L-xylulose-5-phosphate 3-epimerase),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,YES,,,,
P37680,SGBE_ECOLI,sgbE,"cytoplasmic protein, L-ribulose-5-phosphate 4-epimerase SgbE ",L-ribulose-5-phosphate 4-epimerase SgbE (EC 5.1.3.4) (Phosphoribulose isomerase),Cytoplasmic,A,Cytoplasmic,,,YES,,YES,,,,,,,,,,,
P37681,YIAT_ECOLI,yiaT,"OM b-barrel protein (SEC through IM), Putative YiaT",Putative outer membrane protein YiaT,Outer Membrane b-barrel protein,H,Secreted OM (H),,,,,,,,,,,,,,,,
P37682,YIAU_ECOLI,yiaU,"nucleoid protein, HTH-type transcriptional regulator YiaU",Uncharacterized HTH-type transcriptional regulator YiaU,"Cytoplasmic, Nucleoid","A,N",Cytoplasmic,,,,,,,,,,,,,,,,
P37683,YIAV_ECOLI,yiaV,"integral IM protein (SEC in IM), YiaV",Inner membrane protein YiaV,Integral Inner Membrane ,B,Integral Inner Membrane,,,YES,,,,,,,,,,,,,
P37685,ALDB_ECOLI,aldB,"cytoplasmic protein, Aldehyde dehydrogenase B AldB",Aldehyde dehydrogenase B (EC 1.2.1.-),Cytoplasmic,A,Cytoplasmic,,YES,,,YES,,,,,,YES,,,,,
P37686,ADH2_ECOLI,yiaY,"cytoplasmic protein, Probable alcohol dehydrogenase YiaY",Probable alcohol dehydrogenase (EC 1.1.1.1),Cytoplasmic,A,Cytoplasmic,,,YES,,,,,,,,,,,,,
P37689,GPMI_ECOLI,gpmI,"cytoplasmic protein, 2,3-bisphosphoglycerate-independent phosphoglycerate mutase GpmI","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)",Cytoplasmic,A,Cytoplasmic,NO,,,YES,,,,,,,,,,,,
P37690,ENVC_ECOLI,envC,"periplasmic protein (SEC through IM), Murein hydrolase activator EnvC ",Murein hydrolase activator EnvC (Septal ring factor),Periplasmic,G,Secreted,,,,,,,,,,,,,,,,
P37691,YIBQ_ECOLI,yibQ,"periplasmic protein (SEC through IM), YibQ",Uncharacterized protein YibQ,Periplasmic,G,Secreted,,,,YES,,,,,,,,,,,,
P37692,RFAF_ECOLI,rfaF,"cytoplasmic peripheral IM protein, ADP-heptose--LPS heptosyltransferase 2 RfaF",ADP-heptose--LPS heptosyltransferase 2 (EC 2.-.-.-) (ADP-heptose--LPS heptosyltransferase II),"Cytoplasmic, Peripheral inner membrane protein facing the cytoplasm","A,F1",Cytoplasmic,,YES,YES,,,,,,,,,YES,,YES,,
P37744,RMLA1_ECOLI,rfbA,"periplasmic protein (SEC through IM), Glucose-1-phosphate thymidylyltransferase 1 RfbA",Glucose-1-phosphate thymidylyltransferase 1 (G1P-TT 1) (EC 2.7.7.24) (dTDP-glucose pyrophosphorylase 1) (dTDP-glucose synthase 1),Periplasmic,G,Secreted,,,YES,YES,,,,,,,,YES,,,,
P37745,RMLC_ECOLI,rfbC,"cytoplasmic protein, dTDP-4-dehydrorhamnose 3,5-epimerase RfbC","dTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13) (Thymidine diphospho-4-keto-rhamnose 3,5-epimerase) (dTDP-4-keto-6-deoxyglucose 3,5-epimerase) (dTDP-6-deoxy-D-xylo-4-hexulose 3,5-epimerase) (dTDP-L-rhamnose synthase)",Cytoplasmic,A,Cytoplasmic,NO,,YES,YES,,,,,,,YES,YES,,,,
P37746,RFBX_ECOLI,rfbX,"integral IM protein (SEC in IM), Putative O-antigen transporter RfbX",Putative O-antigen transporter,Integral Inner Membrane ,B,Integral Inner Membrane,YES,,YES,,,,,,,,,,,,,
P37747,GLF_ECOLI,glf,"cytoplasmic protein, UDP-galactopyranose mutase Glf",UDP-galactopyranose mutase (UGM) (EC 5.4.99.9) (UDP-GALP mutase) (Uridine 5-diphosphate galactopyranose mutase),Cytoplasmic,A,Cytoplasmic,NO,YES,YES,YES,,YES,,,,,,YES,,,,
P37748,RFC_ECOLI,rfc,"integral IM protein (SEC in IM), O-antigen polymerase Rfc",O-antigen polymerase,Integral Inner Membrane ,B,Integral Inner Membrane,YES,,,,,,,,,,,,,,,
P37749,WBBI_ECOLI,wbbI,"cytoplasmic peripheral IM protein, Beta-1,6-galactofuranosyltransferase WbbI WbbI","Beta-1,6-galactofuranosyltransferase WbbI (EC 2.4.1.-) (D-Galf:alpha-D-Glc beta-1,6-galactofuranosyltransferase) (GalF transferase)","Cytoplasmic, Peripheral inner membrane protein facing the cytoplasm","A,F1",Cytoplasmic,NO,,,,,YES,,,,,,YES,,YES,,
P37750,WBBJ_ECOLI,wbbJ,"cytoplasmic peripheral IM protein, Putative polysaccharide biosynthesis O-acetyl transferase WbbJ ",Putative lipopolysaccharide biosynthesis O-acetyl transferase WbbJ (EC 2.3.1.-),"Cytoplasmic, Peripheral inner membrane protein facing the cytoplasm","A,F1",Cytoplasmic,NO,,YES,YES,,,,,,,,,,,,
P37751,WBBK_ECOLI,wbbK,"cytoplasmic peripheral IM protein, Putative glycosyltransferase WbbK ",Putative glycosyltransferase WbbK,"Cytoplasmic, Peripheral inner membrane protein facing the cytoplasm","A,F1",Cytoplasmic,NO,,,,,,,,,,,YES,,,,
P37757,YDDE_ECOLI,yddE,"cytoplasmic protein, isomerase YddE",Uncharacterized isomerase YddE (EC 5.1.-.-) (ORFB),Cytoplasmic,A,Cytoplasmic,,YES,,,,,,,,,,,,,,
P37758,NARU_ECOLI,narU,"integral IM protein (SEC in IM), Nitrate/nitrite transporter NarU ",Nitrate/nitrite transporter NarU (Nitrite extrusion protein 2) (Nitrite facilitator 2),Integral Inner Membrane ,B,Integral Inner Membrane,,,,,,,,,,,,,,,,
P37759,RMLB1_ECOLI,rfbB,"cytoplasmic protein, dTDP-glucose 4,6-dehydratase 1 RfbB","dTDP-glucose 4,6-dehydratase 1 (EC 4.2.1.46)",Cytoplasmic,A,Cytoplasmic,NO,,,YES,,YES,,,,,,,,YES,,
P37760,RMLD_ECOLI,rfbD,"cytoplasmic protein, dTDP-4-dehydrorhamnose reductase RfbD",dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133) (dTDP-4-keto-L-rhamnose reductase) (dTDP-6-deoxy-L-lyxo-4-hexulose reductase) (dTDP-6-deoxy-L-mannose dehydrogenase) (dTDP-L-rhamnose synthase),Cytoplasmic,A,Cytoplasmic,NO,,YES,,,,,,,,,YES,,,,
P37765,RLUB_ECOLI,rluB,"cytoplasmic peripheral IM protein, Ribosomal large subunit pseudouridine synthase B RluB",Ribosomal large subunit pseudouridine synthase B (EC 5.4.99.22) (23S rRNA pseudouridine(2605) synthase) (rRNA pseudouridylate synthase B) (rRNA-uridine isomerase B),"Cytoplasmic, Peripheral inner membrane protein facing the cytoplasm","A,F1",Cytoplasmic,NO,,,,,,,,,,YES,,,,,
P37766,YDIF_ECOLI,ydiF,"cytoplasmic protein, Acetate CoA-transferase YdiF YdiF",Acetate CoA-transferase YdiF (EC 2.8.3.8) (Short-chain acyl-CoA:acetate CoA-transferase),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,YES,,,,
P37767,YFHH_ECOLI,yfhH,"nucleoid protein, HTH-type transcriptional regulator YfhH",Uncharacterized HTH-type transcriptional regulator YfhH,"Cytoplasmic, Nucleoid","A,N",Cytoplasmic,,,,,,,,,,,,,,,,
P37769,KDUD_ECOLI,kduD,"cytoplasmic protein, 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD",2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127) (2-deoxy-D-gluconate 3-dehydrogenase) (2-keto-3-deoxygluconate 5-dehydrogenase) (2-keto-3-deoxygluconate oxidoreductase) (KDG oxidoreductase) (20-ketosteroid reductase) (EC 1.1.1.-),Cytoplasmic,A,Cytoplasmic,,,YES,,,,,,,,,,,,,
P37772,YJFF_ECOLI,yjfF,"integral IM protein (SEC in IM), ABC transporter permease YjfF",Inner membrane ABC transporter permease protein YjfF,Integral Inner Membrane ,B,Integral Inner Membrane,,,YES,,,,,,,,,,,,,
P37773,MPL_ECOLI,mpl,"cytoplasmic protein, UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase Mpl","UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase (EC 6.3.2.45) (Murein peptide ligase) (UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase)",Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P37774,YECC_ECOLI,yecC,"cytoplasmic peripheral IM protein, L-cystine transport system ATP-binding YecC ",L-cystine transport system ATP-binding protein YecC (EC 3.6.3.-),"Cytoplasmic, Peripheral inner membrane protein facing the cytoplasm","A,F1",Cytoplasmic,,,,YES,,,,,,,,YES,,,,
P37794,CHBG_ECOLI,chbG,"cytoplasmic protein, Chitooligosaccharide deacetylase ChbG",Chitooligosaccharide deacetylase ChbG (COD) (EC 3.5.1.105) (Chitin disaccharide deacetylase) (Chitobiose deacetylase) (Chitobiose-6P deacetylase) (Chitotriose deacetylase) (Chitotriose-6P deacetylase),Cytoplasmic,A,Cytoplasmic,,YES,,,,,,,,,,YES,,,,
P37902,GLTI_ECOLI,gltI,"periplasmic protein (SEC through IM), Glutamate/aspartate import solute-binding protein GltI",Glutamate/aspartate import solute-binding protein,Periplasmic,G,Secreted,,,,,YES,,,,,,,,,,,
P37903,USPF_ECOLI,uspF,"cytoplasmic protein, Universal stress F UspF",Universal stress protein F,Cytoplasmic,A,Cytoplasmic,,,,YES,YES,,,,,,,,,,,
P37906,PUUB_ECOLI,puuB,"cytoplasmic protein, Gamma-glutamylputrescine oxidoreductase PuuB",Gamma-glutamylputrescine oxidoreductase (Gamma-Glu-Put oxidase) (Gamma-glutamylputrescine oxidase) (EC 1.4.3.-),Cytoplasmic,A,Cytoplasmic,,,,,,YES,,,,,,YES,,YES,,
P37908,YFJD_ECOLI,yfjD,"integral IM protein (SEC in IM), UPF0053 YfjD",UPF0053 inner membrane protein YfjD,Integral Inner Membrane ,B,Integral Inner Membrane,YES,,,,,,,,,,,,,,,
P37909,YBGD_ECOLI,ybgD,"Fimbrial periplasmic protein (SEC through IM), YbgD",Uncharacterized fimbrial-like protein YbgD,Periplasmic,G,Secreted,,,YES,,,,,,,,,,,,,
P38035,RTCR_ECOLI,rtcR,"nucleoid protein, transcriptional regulator RtcR",Transcriptional regulatory protein RtcR,"Cytoplasmic, Nucleoid","A,N",Cytoplasmic,,,,,YES,,,,,,,YES,,,,
P38036,CAS3_ECOLI,ygcB,"cytoplasmic protein, CRISPR-associated endonuclease/helicase YgcB",CRISPR-associated endonuclease/helicase Cas3 (EC 3.1.-.-) (EC 3.6.4.-),Cytoplasmic,A,Cytoplasmic,,,YES,,,,,,,,,YES,,,,
P38038,CYSJ_ECOLI,cysJ,"cytoplasmic protein, Sulfite reductase (NADPH) flavoalpha-component CysJ",Sulfite reductase [NADPH] flavoprotein alpha-component (SiR-FP) (EC 1.8.1.2),Cytoplasmic,A,Cytoplasmic,,YES,YES,,,,,,,,,,,,,
P38051,MENF_ECOLI,menF,"cytoplasmic protein, Isochorismate synthase MenF ",Isochorismate synthase MenF (EC 5.4.4.2) (Isochorismate hydroxymutase) (Isochorismate mutase),Cytoplasmic,A,Cytoplasmic,,,YES,,YES,,,,,,,YES,,,,
P38052,SFMF_ECOLI,sfmF,"Fimbrial periplasmic protein (SEC through IM), SfmF",Uncharacterized fimbrial-like protein SfmF,Periplasmic,G,Secreted,,,,,,,,,,,,,,,,
P38054,CUSA_ECOLI,cusA,"integral IM protein (SEC-YidC in IM), Cation efflux system CusA",Cation efflux system protein CusA,Integral Inner Membrane ,B,Integral Inner Membrane,,YES,YES,,,,,,,,,,,,,
P38055,YDJE_ECOLI,ydjE,"integral IM protein (SEC in IM), metabolite transport YdjE ",Inner membrane metabolite transport protein YdjE,Integral Inner Membrane ,B,Integral Inner Membrane,,,,,,,,,,,,,,,,
P38097,DGCE_ECOLI,dgcE,"integral IM protein (SEC in IM), Probable diguanylate cyclase DgcE",Probable diguanylate cyclase DgcE (DGC) (EC 2.7.7.65),Integral Inner Membrane ,B,Integral Inner Membrane,,YES,,,,,,,,,,,,,,
P38101,EAMB_ECOLI,eamB,"integral IM protein (SEC in IM), Cysteine/O-acetylserine efflux protein EamB",Cysteine/O-acetylserine efflux protein,Integral Inner Membrane ,B,Integral Inner Membrane,,,,,,,,,,,,,,,,
P38104,RSPA_ECOLI,rspA,"cytoplasmic protein, Starvation-sensing RspA ",Starvation-sensing protein RspA,Cytoplasmic,A,Cytoplasmic,,YES,,,,,,,YES,,YES,YES,,,,
P38105,RSPB_ECOLI,rspB,"cytoplasmic protein, Starvation-sensing RspB ",Starvation-sensing protein RspB (EC 1.1.1.-),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P38134,ETK_ECOLI,etk,"integral IM protein (SEC in IM), Tyrosine-kinase Etk ",Tyrosine-protein kinase etk (EC 2.7.10.-),Integral Inner Membrane ,B,Integral Inner Membrane,,YES,YES,,,,,,,,,,,,,
P38135,FADK_ECOLI,fadK,"cytoplasmic peripheral IM protein, Medium-chain fatty-acid--CoA ligase FadK",Medium-chain fatty-acid--CoA ligase (EC 6.2.1.-) (Acyl-CoA synthetase) (ACS) (Fatty acyl-CoA synthetase FadK),"Cytoplasmic, Peripheral inner membrane protein facing the cytoplasm","A,F1",Cytoplasmic,,,YES,,,,,,,,,YES,,,,
P38392,SIEB_ECOLI,sieB,"integral IM protein (SEC in IM), Superinfection exclusion B SieB",Superinfection exclusion protein B,Integral Inner Membrane ,B,Integral Inner Membrane,,,,,,,,,,,,,,,,
P38393,KILR_ECOLI,kilR,"cytoplasmic protein, Killing KilR",Killing protein KilR (FtsZ inhibitor protein KilR),Cytoplasmic,A,Cytoplasmic,,,YES,,,YES,,,,,,YES,,,,
P38394,YDAE_ECOLI,ydaE,"cytoplasmic protein, YdaE",Uncharacterized protein YdaE,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P38489,NFSB_ECOLI,nfsB,"cytoplasmic peripheral IM protein, Oxygen-insensitive NAD(P)H nitroreductase NfsB",Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) (Dihydropteridine reductase) (EC 1.5.1.34) (FMN-dependent nitroreductase),"Cytoplasmic, Peripheral inner membrane protein facing the cytoplasm","A,F1",Cytoplasmic,NO,,YES,,,,,,,,,,,,,
P38506,XNI_ECOLI,ygdG,"cytoplasmic protein, Flap endonuclease Xni YgdG",Flap endonuclease Xni (FEN) (EC 3.1.-.-) (Exonuclease IX) (ExoIX),Cytoplasmic,A,Cytoplasmic,,,YES,,,,,,,,,,,,,
P38521,YGGL_ECOLI,yggL,"cytoplasmic peripheral IM protein, YggL",Uncharacterized protein YggL,"Cytoplasmic, Peripheral inner membrane protein facing the cytoplasm","A,F1",Cytoplasmic,,,,,,,,,,,,,,,,
P38683,TORT_ECOLI,torT,"periplasmic protein (SEC through IM), Periplasmic TorT",Periplasmic protein TorT,Periplasmic,G,Secreted,,,YES,,,,,,,,,,,,,
P38684,TORR_ECOLI,torR,"nucleoid protein, TorCAD operon transcriptional regulatory TorR ",TorCAD operon transcriptional regulatory protein TorR,"Cytoplasmic, Nucleoid","A,N",Cytoplasmic,,,,YES,,,,,,,,,,,,
P39099,DEGQ_ECOLI,degQ,"periplasmic protein (SEC through IM), pH-dependent serine endoprotease DegQ ",Periplasmic pH-dependent serine endoprotease DegQ (EC 3.4.21.107) (Protease Do),Periplasmic,G,Secreted,,,,,,,,,,,,,,,,
P39160,UXUB_ECOLI,uxuB,"cytoplasmic protein, D-mannonate oxidoreductase UxuB",D-mannonate oxidoreductase (EC 1.1.1.57) (Fructuronate reductase),Cytoplasmic,A,Cytoplasmic,,YES,,,,,,,,,,,,,,
P39161,UXUR_ECOLI,uxuR,"nucleoid protein, Uxu operon transcriptional regulator UxuR",Uxu operon transcriptional regulator,"Cytoplasmic, Nucleoid","A,N",Cytoplasmic,,,,,,,,,,,,,,,,
P39163,CHAC_ECOLI,chaC,"cytoplasmic protein, Glutathione-specific gamma-glutamylcyclotransferase ChaC",Glutathione-specific gamma-glutamylcyclotransferase (Gamma-GCG) (EC 4.3.2.7) (Cation transport regulatory protein ChaC),Cytoplasmic,A,Cytoplasmic,,YES,YES,,,,,,,,,,,,,
P39165,YCHO_ECOLI,ychO,"periplasmic protein (SEC through IM), YchO",Uncharacterized protein YchO,Periplasmic,G,Secreted,,,,,,YES,,,,,,YES,,,,
P39172,ZNUA_ECOLI,znuA,"periplasmic protein (SEC through IM), High-affinity zinc uptake system ZnuA ",High-affinity zinc uptake system protein ZnuA,Periplasmic,G,Secreted,NO,YES,,YES,,,,,,,,YES,,,,
P39173,YEAD_ECOLI,yeaD,"cytoplasmic protein, Putative glucose-6-phosphate 1-epimerase YeaD",Putative glucose-6-phosphate 1-epimerase (EC 5.1.3.15) (Putative D-hexose-6-phosphate mutarotase) (Unknown protein from 2D-page spots T26/PR37),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P39176,ERFK_ECOLI,erfK,"periplasmic peripheral OM protein (SEC through IM), Probable L,D-transpeptidase ErfK","Probable L,D-transpeptidase ErfK/SrfK (EC 2.-.-.-)",Peripheral outer membrane protein facing the periplasm,F3,Secreted,,YES,,,,,,,,,,,,,,
P39177,USPG_ECOLI,uspG,"cytoplasmic peripheral IM protein, Universal stress UP12 UspG",Universal stress protein UP12 (Universal stress protein G),"Cytoplasmic, Peripheral inner membrane protein facing the cytoplasm","A,F1",Cytoplasmic,,,,,YES,,,,,,YES,YES,,,,
P39180,AG43_ECOLI,flu,"OM b-barrel protein (SEC through IM), T5S and TAM secreted in OM), Antigen 43 Flu",Antigen 43 (AG43) (Fluffing protein) [Cleaved into: Antigen 43 alpha chain; Antigen 43 beta chain],Outer Membrane b-barrel protein,H,Secreted OM (H),,,,YES,,,,,,,,,,,,
P39187,YTFJ_ECOLI,ytfJ,"periplasmic protein (SEC through IM), YtfJ",Uncharacterized protein YtfJ,Periplasmic,G,Secreted,NO,,,,,,,,,,,,,,,
P39196,LPLT_ECOLI,lplT,"integral IM protein (SEC in IM), Lysophospholipid transporter LplT ",Lysophospholipid transporter LplT,Integral Inner Membrane ,B,Integral Inner Membrane,YES,,YES,,,,,,,,,,,,,
P39199,PRMB_ECOLI,prmB,"cytoplasmic protein, 50S L3 glutamine methyltransferase PrmB",50S ribosomal protein L3 glutamine methyltransferase (L3 MTase) (EC 2.1.1.298) (N5-glutamine methyltransferase PrmB),Cytoplasmic,A,Cytoplasmic,,,YES,,,,,YES,,,,YES,,,,
P39206,CAIE_ECOLI,caiE,"cytoplasmic protein, Carnitine operon CaiE",Carnitine operon protein CaiE,Cytoplasmic,A,Cytoplasmic,,,YES,,,,,,,,,YES,,YES,,
P39208,IDNK_ECOLI,idnK,"cytoplasmic protein, Thermosensitive gluconokinase IdnK",Thermosensitive gluconokinase (EC 2.7.1.12) (Gluconate kinase 1),Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P39212,INSN2_ECOLI,insN2,"cytoplasmic protein, Putative transposase InsN for insertion sequence element IS911B InsN",Putative transposase InsN for insertion sequence element IS911B,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P39220,YABP_ECOLI,yabP,"cytoplasmic protein, YabP",Protein YabP,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P39221,YABQ_ECOLI,yabQ,"cytoplasmic protein, YabQ",Protein YabQ,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,,,,,
P39263,YFCC_ECOLI,yfcC,"integral IM protein (SEC in IM), Putative basic amino acid antiporter YfcC ",Putative basic amino acid antiporter YfcC,Integral Inner Membrane ,B,Integral Inner Membrane,,,YES,,,,,,,,,,,,,
P39264,FIMI_ECOLI,fimI,"Fimbrial periplasmic protein (SEC through IM), Fimbrin-like FimI",Fimbrin-like protein FimI,Periplasmic,G,Secreted,,,YES,,,,,,,,,,,,,
P39265,ALSB_ECOLI,alsB,"periplasmic protein (SEC through IM), D-allose-binding periplasmic AlsB",D-allose-binding periplasmic protein (ALBP),Periplasmic,G,Secreted,,,YES,,YES,,,,,,,,,,,
P39267,YJCZ_ECOLI,yjcZ,"cytoplasmic protein, YjcZ",Uncharacterized protein YjcZ,Cytoplasmic,A,Cytoplasmic,,,,,,,,,,,,YES,,YES,,
P39270,YJDF_ECOLI,yjdF,"integral IM protein (SEC in IM), YjdF",Inner membrane protein YjdF,Integral Inner Membrane ,B,Integral Inner Membrane,,,,,,,,,,,,,,,,
P39274,YJDJ_ECOLI,yjdJ,"cytoplasmic protein, YjdJ",Uncharacterized protein YjdJ,Cytoplasmic,A,Cytoplasmic,,,YES,,,,,,,,,,,,,
P39276,DTPC_ECOLI,dtpC,"integral IM protein (SEC in IM), Dipeptide and tripeptide permease C DtpC",Dipeptide and tripeptide permease C (Dipeptide/tripeptide:H(+) symporter DtpC),Integral Inner Membrane ,B,Integral Inner Membrane,,,,,,,,,,,,,,,,
